"StockDatabaseID","StockKey","stock","StockKeyDescription","PreviousStockKey","PreviousStockKeyLabel","year","SpeciesScientificName","SpeciesCommonName","EcoRegion","ExpertGroup","ExpertGroupDescription","AdviceDraftingGroup","AdviceDraftingGroupDescription","DataCategory","YearOfLastAssessment","AssessmentFrequency","YearOfNextAssessment","AssessmentType","AdviceReleaseDate","AdviceCategory","AdviceType","UseOfDiscardsInAdvice","PABufferApplied","TrophicGuild","FisheriesGuild","SizeGuild","Published","GeneratedOn","SectionNumber","AssessmentKey","ModifiedDate"
2130,169139,"lez.27.6b","Megrim (Lepidorhombus spp.) in Division 6.b (Rockall)",136578,"meg-rock",2019,"Lepidorhombus","Megrim","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGNEPH","Celtic Sea Nephrops, anglerfish and Rockall megrim Advice Drafting Group","3.2",2019,1,2020,"Survey trends-based assessment",NA,"PA","Catches","","No","demersal piscivore","Benthic","medium bathydemersal",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.10",13168,"2019-10-31T13:39:34.55+01:00"
2131,169140,"ldb.27.8c9a","Four-spot megrim (Lepidorhombus boscii) in divisions 8.c and 9.a (southern Bay of Biscay and Atlantic Iberian waters East)",136579,"mgb-8c9a",2019,"Lepidorhombus boscii","Four-spot megrim","Bay of Biscay and the Iberian Coast Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","1",2019,1,2020,"Age-structured model (XSA)",NA,"MP","Catches","Assessment","NA","demersal piscivore","Benthic","medium bathydemersal",TRUE,"2022-02-21T12:44:45.287+01:00","7.3.7",12893,"2019-07-03T11:18:15.587+01:00"
2132,169141,"meg.27.7b-k8abd","Megrim (Lepidorhombus whiffiagonis) in divisions 7.b-k, 8.a-b, and 8.d (west and southwest of Ireland, Bay of Biscay)",136580,"mgw-78",2019,"Lepidorhombus whiffiagonis","Megrim","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","1",2019,1,2020,"Bayesian statistical catch at age using catches in the model and forecast",NA,"MP","Catches","Assessment","NA","demersal piscivore","Benthic","medium demersal",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.9",13001,"2019-07-03T11:18:48.68+01:00"
2133,169142,"meg.27.8c9a","Megrim (Lepidorhombus whiffiagonis) in divisions 8.c and 9.a (Cantabrian Sea and Atlantic Iberian waters)",136581,"mgw-8c9a",2019,"Lepidorhombus whiffiagonis","Megrim","Bay of Biscay and the Iberian Coast Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","1",2019,1,2020,"Age-structured model (XSA)",NA,"MP","Catches","Yes","NA","demersal piscivore","Benthic","medium demersal",TRUE,"2022-02-21T12:44:45.287+01:00","7.3.15",12956,"2019-07-03T11:19:37.017+01:00"
2134,169145,"nep.fu.10","Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 10 (northern North Sea, Noup)",136585,"nep-10",2019,"Nephrops norvegicus","Norway lobster","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","4.14",2018,2,2020,"Data-limited approach for Nephrops",NA,"PA","Catches","Advice","No","crustacean","Crustacean","crustacean",TRUE,"2022-02-21T12:44:45.287+01:00","6.3.13",NA,"2019-12-19T08:22:52.69+01:00"
2135,169146,"nep.fu.11","Norway lobster (Nephrops norvegicus) in Division 6.a, Functional Unit 11 (West of Scotland, North Minch)",136586,"nep-11",2019,"Nephrops norvegicus","Norway lobster","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGNEPH","Celtic Sea Nephrops, anglerfish and Rockall megrim Advice Drafting Group","1",2019,1,2020,"Analytical model, underwater TV survey combined with yield-per-recruit analysis from length data",NA,"FMSY Ranges","Catches","Assessment","NA","crustacean","Crustacean","crustacean",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.17",13156,"2019-10-31T14:58:41.493+01:00"
2136,169147,"nep.fu.12","Norway lobster (Nephrops norvegicus) in Division 6.a, Functional Unit 12 (West of Scotland, South Minch)",136587,"nep-12",2019,"Nephrops norvegicus","Norway lobster","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGNEPH","Celtic Sea Nephrops, anglerfish and Rockall megrim Advice Drafting Group","1",2019,1,2020,"Analytical model, underwater TV survey combined with yield-per-recruit analysis from length data",NA,"FMSY Ranges","Catches","Assessment","NA","crustacean","Crustacean","crustacean",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.22",13199,"2019-10-31T14:58:51.997+01:00"
2137,169148,"nep.fu.13","Norway lobster (Nephrops norvegicus) in Division 6.a, Functional Unit 13 (West of Scotland, the Firth of Clyde and Sound of Jura)",136588,"nep-13",2019,"Nephrops norvegicus","Norway lobster","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGNEPH","Celtic Sea Nephrops, anglerfish and Rockall megrim Advice Drafting Group","1",2019,1,2020,"Analytical model, underwater TV survey combined with yield-per-recruit analysis from length data",NA,"FMSY Ranges","Catches","Assessment","NA","crustacean","Crustacean","crustacean",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.21",13200,"2019-10-31T14:59:05.713+01:00"
2138,169149,"nep.fu.14","Norway lobster (Nephrops norvegicus) in Division 7.a, Functional Unit 14 (Irish Sea, East)",136589,"nep-14",2019,"Nephrops norvegicus","Norway lobster","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGNEPH","Celtic Sea Nephrops, anglerfish and Rockall megrim Advice Drafting Group","1",2019,1,2020,"Analytical model, underwater TV survey combined with yield-per-recruit analysis from length data",NA,"FMSY Ranges","Catches","Assessment","NA","crustacean","Crustacean","crustacean",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.13",13203,"2019-10-31T14:59:18.03+01:00"
2139,169150,"nep.fu.15","Norway lobster (Nephrops norvegicus) in Division 7.a, Functional Unit 15 (Irish Sea, West)",136590,"nep-15",2019,"Nephrops norvegicus","Norway lobster","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGNEPH","Celtic Sea Nephrops, anglerfish and Rockall megrim Advice Drafting Group","1",2019,1,2020,"Analytical model, underwater TV survey combined with yield-per-recruit analysis from length data",NA,"FMSY Ranges","Catches","Assessment","NA","crustacean","Crustacean","crustacean",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.26",13232,"2019-10-31T14:59:28.737+01:00"
2140,169151,"nep.fu.16","Norway lobster (Nephrops norvegicus) in divisions 7.b-c and 7.j-k, Functional Unit 16 (west and southwest of Ireland, Porcupine Bank)",136591,"nep-16",2019,"Nephrops norvegicus","Norway lobster","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGNEPH","Celtic Sea Nephrops, anglerfish and Rockall megrim Advice Drafting Group","1",2019,1,2020,"Analytical model, underwater TV survey combined with yield-per-recruit analysis from length data",NA,"FMSY Ranges","Catches","not used","NA","crustacean","Crustacean","crustacean",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.27",13224,"2020-04-14T21:30:32.923+01:00"
2141,169152,"nep.fu.17","Norway lobster (Nephrops norvegicus) in Division 7.b, Functional Unit 17 (west of Ireland, Aran grounds)",136592,"nep-17",2019,"Nephrops norvegicus","Norway lobster","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGNEPH","Celtic Sea Nephrops, anglerfish and Rockall megrim Advice Drafting Group","1",2019,1,2020,"Analytical model, underwater TV survey combined with yield-per-recruit analysis from length data",NA,"FMSY Ranges","Catches","Assessment","NA","crustacean","Crustacean","crustacean",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.8",13138,"2020-04-14T21:20:56.047+01:00"
2142,169153,"nep.fu.19","Norway lobster (Nephrops norvegicus) in divisions 7.a, 7.g, and 7.j, Functional Unit 19 (Irish Sea, Celtic Sea, eastern part of southwest of Ireland)",136593,"nep-19",2019,"Nephrops norvegicus","Norway lobster","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGNEPH","Celtic Sea Nephrops, anglerfish and Rockall megrim Advice Drafting Group","1",2019,1,2020,"Analytical model, underwater TV survey combined with yield-per-recruit analysis from length data",NA,"FMSY Ranges","Catches","Assessment","NA","crustacean","Crustacean","crustacean",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.15",13225,"2019-10-31T14:55:53.313+01:00"
2143,169180,"ple.27.21-23","Plaice (Pleuronectes platessa) in subdivisions 21-23 (Kattegat, Belt Seas, and the Sound)",136618,"ple-2123",2019,"Pleuronectes platessa","Plaice","Baltic Sea Ecoregion, Greater North Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group","1",2019,1,2020,"Age-structured model (SAM)",NA,"PA","Catches","assessment","NA","demersal benthivore","Benthic","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","",13106,"2019-06-03T11:24:27.327+01:00"
2144,169181,"ple.27.24-32","Plaice (Pleuronectes platessa) in subdivisions 24-32 (Baltic Sea, excluding the Sound and Belt Seas)",136620,"ple-2432",2019,"Pleuronectes platessa","Plaice","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group","3",2019,1,2020,"Exploratory age-based analytical assessment (SAM) considered indicative of trends only",NA,"PA","Catches","assessment","No","demersal benthivore","Benthic","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","",10416,"2019-06-03T11:28:24.713+01:00"
2145,169182,"ple.27.7bc","Plaice (Pleuronectes platessa) in divisions 7.b-c (West of Ireland)",136621,"ple-7b-c",2019,"Pleuronectes platessa","Plaice","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","6.2",2017,3,2020,"no assessment",NA,"PA","Catches","not used","Yes in year(s) 2017","demersal benthivore","Benthic","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.32",NA,"2020-05-05T13:42:17.267+01:00"
2146,169183,"ple.27.7h-k","Plaice (Pleuronectes platessa) in divisions 7.h-k (Celtic Sea South, southwest of Ireland)",136622,"ple-7h-k",2019,"Pleuronectes platessa","Plaice","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","3.2",2019,2,2021,"Age-based analytical assessment (XSA) indicative of stock trends.",NA,"PA","Landings","not used","Yes in year(s) 2013, 2016","demersal benthivore","Benthic","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.31",13005,"2019-07-31T14:16:02.407+01:00"
2147,169184,"ple.27.89a","Plaice (Pleuronectes platessa) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)",136623,"ple-89a",2019,"Pleuronectes platessa","Plaice","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","5.2",2019,2,2021,"no assessment",NA,"PA","Landings","not used","Yes in year(s) 2015, 2019","demersal benthivore","Benthic","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","7.3.6",12641,"2019-07-03T11:43:13.937+01:00"
2148,169185,"ple.27.7fg","Plaice (Pleuronectes platessa) in divisions 7.f and 7.g (Bristol Channel, Celtic Sea)",136624,"ple-celt",2019,"Pleuronectes platessa","Plaice","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","3.2",2019,1,2020,"SPiCT used for trends",NA,"PA","Catches","Advice","Yes in year(s) 2012","demersal benthivore","Benthic","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.35",12780,"2019-07-31T14:23:49.483+01:00"
2149,169186,"ple.27.7d","Plaice (Pleuronectes platessa) in Division 7.d (eastern English Channel)",136625,"ple-eche",2019,"Pleuronectes platessa","Plaice","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","1",2019,1,2020,"Age-structured model (Aarts and Poos)",NA,"MSY","Catches","Assessment","NA","demersal benthivore","Benthic","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","6.3.23",11534,"2019-12-19T08:32:54.03+01:00"
2150,169187,"ple.27.7e","Plaice (Pleuronectes platessa) in Division 7.e (western English Channel)",136626,"ple-echw",2019,"Pleuronectes platessa","Plaice","Celtic Seas Ecoregion, Greater North Sea Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","3.2",2019,1,2020,"Age-based analytical assessment (XSA)",NA,"PA","Catches","Advice","No","demersal benthivore","Benthic","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.34",12943,"2019-07-31T14:25:33.193+01:00"
2151,169112,"had.27.5a","Haddock (Melanogrammus aeglefinus) in Division 5.a (Iceland grounds)",136543,"had-iceg",2019,"Melanogrammus aeglefinus","Haddock","Greenland Sea Ecoregion, Iceland Sea Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks","1",2019,1,2020,"Age-structured model",NA,"MP","Catches","","NA","demersal piscivore","Demersal","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","2.3.7",10483,"2019-12-19T19:52:44.96+01:00"
2152,169123,"her.27.1-24a514a","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)",136560,"her-noss",2019,"Clupea harengus","Herring","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGWIDE","Working Group on Widely Distributed Stocks","ADGWIDE","Advice Drafting Group for Widely Distributed Stocks","1",2019,1,2020,"Statistical assessment model (XSAM)",NA,"MP","Catches","not used","NA","pelagic planktivore","Pelagic","medium pelagic",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.16",13087,"2019-10-31T15:24:51.09+01:00"
2153,169124,"her.27.28","Herring (Clupea harengus) in Subdivision 28.1 (Gulf of Riga)",136561,"her-riga",2019,"Clupea harengus","Herring","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group","1",2019,1,2020,"Age-structured model (XSA)",NA,"MP","Catches","not used","NA","pelagic planktivore","Pelagic","medium pelagic",TRUE,"2022-02-21T12:44:45.287+01:00","8.3.12",10404,"2019-06-03T11:36:51.38+01:00"
2154,169125,"her.27.5a","Herring (Clupea harengus) in Division 5.a, summer-spawning herring (Iceland grounds)",136562,"her-vasu",2019,"Clupea harengus","Herring","Greenland Sea Ecoregion, Iceland Sea Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks","1",2019,1,2020,"Age-structured model (NFT-ADAPT)",NA,"MSY","Catches","not used","NA","pelagic planktivore","Pelagic","medium pelagic",TRUE,"2022-02-21T12:44:45.287+01:00","2.3.8",12899,"2019-12-20T08:59:48.853+01:00"
2155,169126,"hke.27.3a46-8abd","Hake (Merluccius merluccius) in subareas 4, 6, and 7, and divisions 3.a, 8.a-b, and 8.d, Northern stock (Greater North Sea, Celtic Seas, and the northern Bay of Biscay)",136564,"hke-nrtn",2019,"Merluccius merluccius","Hake","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","1",2019,1,2020,"Age- and length-structured model (SS3) that uses landings and some discards in the model",NA,"MSY","Catches","used in assessment and forecast","NA","demersal piscivore","Demersal","medium demersal",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.21",13059,"2019-11-25T10:14:54.503+01:00"
2156,169115,"her.27.25-2932","Herring (Clupea harengus) in subdivisions 25-29 and 32, excluding the Gulf of Riga (central Baltic Sea)",136552,"her-2532-gor",2019,"Clupea harengus","Herring","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group","1",2019,1,2020,"Age-structured model (XSA)",NA,"MP","Catches","not used","NA","pelagic planktivore","Pelagic","medium pelagic",TRUE,"2022-02-21T12:44:45.287+01:00","",10408,"2019-06-03T11:34:35.647+01:00"
2157,169131,"jaa.27.10a2","Blue jack mackerel (Trachurus picturatus) in Subdivision 10.a.2 (Azores grounds)",136569,"jaa-10",2019,"Trachurus picturatus","Blue jack mackerel","Azores Ecoregion","WGHANSA","Working Group on Southern Horse Mackerel, Anchovy, and Sardine","ADGHANSA","Advice Drafting Grouy on Southern horse mackerel, anchovy, sardine","5",2018,2,2020,"No assessment",NA,"PA","Catches","","Yes in year(s) 2018","benthopelagic benthivore","Pelagic","medium benthopelagic",TRUE,"2022-02-21T12:44:45.287+01:00","",NA,"2019-02-20T11:57:33.217+01:00"
2158,169190,"pol.27.89a","Pollack (Pollachius pollachius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)",136631,"pol-89a",2019,"Pollachius pollachius","Pollack","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","5.2",2019,2,2021,"no assessment",NA,"PA","Landings","Not used","Yes in year(s) 2014, 2017","demersal piscivore","Demersal","large benthopelagic",TRUE,"2022-02-21T12:44:45.287+01:00","7.3.12",12993,"2019-11-25T10:23:44.587+01:00"
2159,169191,"pol.27.67","Pollack (Pollachius pollachius) in subareas 6-7 (Celtic Seas and the English Channel) ",136632,"pol-celt",2019,"Pollachius pollachius","Pollack","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","4.12",2019,1,2020,"DCAC (Depletion-Corrected Average Catch).",NA,"PA","Catches","Not used","Yes in year(s) 2018","demersal piscivore","Demersal","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.37",12790,"2019-12-10T11:56:02.323+01:00"
2160,169192,"pol.27.3a4","Pollack (Pollachius pollachius) in Subarea 4 and Division 3.a (North Sea, Skagerrak and Kattegat)",136633,"pol-nsea",2019,"Pollachius pollachius","Pollack","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","5.2",2018,3,2021,"no assessment",NA,"PA/Stock status only","Catches","Not used","Yes in year(s) 2016","demersal piscivore","Demersal","large benthopelagic",TRUE,"2022-02-21T12:44:45.287+01:00","6.3.32",NA,"2019-12-19T08:33:35.607+01:00"
2161,169193,"por.27.nea","Porbeagle (Lamna nasus) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)",136634,"por-nea",2019,"Lamna nasus","Porbeagle","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.3",2019,4,2023,"no assessment",NA,"PA","No directed fisheries","Not used","No","pelagic piscivore","Elasmobranch","large pelagic",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.30",13039,"2019-11-25T10:36:33.04+01:00"
2162,169194,"raj.27.3a47d","Rays and skates (Rajidae) in Subarea 4 and in divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)",136635,"raj-347d",2019,"Rajidae","Rays and skates","Greater North Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.9",2019,2,2021,"no assessment",NA,"PA","No advice","Not used","No","demersal benthivore","Elasmobranch","demersal",TRUE,"2022-02-21T12:44:45.287+01:00","6.3.27",13014,"2019-10-17T08:34:56.803+01:00"
2163,169195,"raj.27.89a","Rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)",136636,"raj-89a",2019,"Rajidae","Rays and skates","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","5.9",2018,2,2020,"no assessment",NA,"No advice","No advice","not used","Yes in year(s) 2014","demersal benthivore","Elasmobranch","demersal",TRUE,"2022-02-21T12:44:45.287+01:00","7.3.11",NA,"2018-11-19T15:47:07.667+01:00"
2164,169196,"raj.27.67a-ce-h","Rays and skates (Rajidae) in Subarea 6 and divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)",136637,"raj-celt",2019,"Rajidae","Rays and skates","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.9",2018,2,2020,"no assessment",NA,"No advice","No advice","Not used","No","demersal benthivore","Elasmobranch","demersal",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.38",NA,"2018-11-19T15:43:10.8+01:00"
2165,169197,"raj.27.1012","Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in subareas 10 and 12 (Azores grounds and north of Azores)",136638,"raj-mar",2019,"Rajidae","Rays and skates","Azores Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.2",2019,2,2021,"Survey trends-based assessment",NA,"PA","Landings","Not used","Yes in year(s) 2015, 2019","demersal benthivore","Elasmobranch","demersal",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.31",13034,"2019-10-17T08:24:51.803+01:00"
2166,169201,"rjb.27.89a","Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)",136640,"rjb-89a",2019,"Dipturus batis","Common skate","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.3",2018,2,2020,"no assessment",NA,"PA/Stock status only","Catches","not used","No","demersal omnivore","Elasmobranch","large rays",TRUE,"2022-02-21T12:44:45.287+01:00","7.3.21",NA,"2018-11-19T15:57:58.73+01:00"
2167,169202,"rjb.27.67a-ce-k","Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 6 and divisions 7.a–c and 7.e–k (Celtic Seas and western English Channel)",136641,"rjb-celt",2019,"Dipturus batis","Common skate","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.3",2018,2,2020,"no assessment",NA,"PA/Stock status only","Catches","not used","No","demersal omnivore","Elasmobranch","large rays",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.39",NA,"2018-11-19T15:54:47.397+01:00"
2168,169204,"rjc.27.7afg","Thornback ray (Raja clavata) in divisions 7.a and 7.f-g (Irish Sea, Bristol Channel, Celtic Sea North)",136643,"rjc-7afg",2019,"Raja clavata","Thornback ray","Celtic Seas Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.2",2018,2,2020,"Survey trends-based assessment",NA,"PA","Landings","not used","No","demersal benthivore","Elasmobranch","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.41",NA,"2018-11-19T16:28:28.38+01:00"
2169,169205,"rjc.27.8","Thornback ray (Raja clavata) in Subarea 8 (Bay of Biscay)",136644,"rjc-bisc",2019,"Raja clavata","Thornback ray","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.2",2018,2,2020,"Survey trends-based assessment",NA,"PA","Landings","not used","Yes in year(s) 2018","demersal benthivore","Elasmobranch","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","7.3.22",NA,"2018-11-19T16:20:39.06+01:00"
2170,169206,"rjc.27.7e","Thornback ray (Raja clavata) in Division 7.e (western English Channel)",136645,"rjc-echw",2019,"Raja clavata","Thornback ray","Celtic Seas Ecoregion, Greater North Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","5.2",2018,2,2020,"no assessment",NA,"PA","Landings","Not used","Yes in year(s) 2016","demersal benthivore","Elasmobranch","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.42",NA,"2018-11-20T18:20:55.467+01:00"
2171,169207,"rjc.27.9a","Thornback ray (Raja clavata) in Division 9.a (Atlantic Iberian waters)",136646,"rjc-pore",2019,"Raja clavata","Thornback ray","Bay of Biscay and the Iberian Coast Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.2",2018,2,2020,"Survey trends-based assessment",NA,"PA","Landings","Not used","Yes in year(s) 2014","demersal benthivore","Elasmobranch","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","7.3.23",NA,"2018-11-19T16:22:24.253+01:00"
2172,169208,"rjc.27.6","Thornback ray (Raja clavata) in Subarea 6 (West of Scotland)",136647,"rjc-VI",2019,"Raja clavata","Thornback ray","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.2",2018,2,2020,"Survey trends-based assessment",NA,"PA","Landings","Not used","Yes in year(s) 2016","demersal benthivore","Elasmobranch","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.45",NA,"2018-11-19T16:27:36.52+01:00"
2173,169209,"rje.27.7fg","Small-eyed ray (Raja microocellata) in divisions 7.f and 7.g (Bristol Channel, Celtic Sea North)",136648,"rje-7fg",2019,"Raja microocellata","Small-eyed ray","Celtic Seas Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.2",2018,2,2020,"Survey trends-based assessment",NA,"PA","Landings","Not used","Yes in year(s) 2014","demersal benthivore","Elasmobranch","medium rays",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.44",NA,"2018-11-19T16:36:31.427+01:00"
